nome_escola,Latitude,Longitude
Colégio da Casa do Menino Deus - Escola Particular e Cooperativa de 1º Ciclo,,
"Escola Básica de Pontes, Tamel - São Veríssimo, Barcelos",,
"Escola Básica de Oliveira, Barcelos",,
"Escola Básica de Palme, Barcelos",,
"Escola Básica de Cambeses, Barcelos",,
"Escola Básica de Vila Boa, Barcelos",,
"Escola Básica de Ucha, Barcelos",,
"Escola Básica de Negreiros, Barcelos",,
"Escola Básica de Carvalhal, Barcelos",,
"Escola Básica de Vila Frescaínha, São Pedro, Barcelos",,
"Escola Básica de Carapeços, Barcelos",,
"Escola Básica de Galegos - São Martinho, Barcelos",,
"Escola Básica de Aldão, Barcelos",,
"Escola Básica de Rio Covo - Santa Eulália, Barcelos",,
"Escola Básica de Barqueiros, Barcelos",,
"Escola Básica de S. Frutuoso, Braga",,
"Escola Básica de Sobreposta, Braga",,
"Escola Básica de Crespos, Braga",,
"Escola Básica de Arcos, Braga",,
"Escola Básica de Aveleda, Braga",,
"Escola Básica de Espinho, Braga",,
"Escola Básica de Pousada, Braga",,
"Escola Básica do Bairro da Alegria, Braga",,
"Escola Básica n.º 2 de Lamaçães, Braga",,
"Externato ""Paulo VI""",,
"Escola Básica da Naia, Ferreiros, Braga",,
"Escola Básica de Merelim - São Pedro, Braga",,
"Escola Básica de Nogueiró, Braga",,
"Escola Básica de São João do Souto, Braga",,
"Escola Básica do Bairro Económico, Braga",,
"Escola Básica de Merelim - São Paio, Braga",,
"Escola Básica de Esporões, Braga",,
"Escola Básica de Garapoa, Celeirós, Braga",,
"Escola Básica de Quinta da Veiga, Braga",,
"Escola Básica de São Lázaro, Braga",,
"Colégio ""D. Diogo de Sousa""",,
"Escola Básica da Sé, Braga",,
Colégio João Paulo II,,
"Escola Básica de Presa, Braga",,
Colégio Leonardo da Vinci,,
"Escola Básica n.º 1 de Gualtar, Braga",,
"Escola Básica de Bracara Augusta, Assento, Braga",,
Colégio D. Pedro V,,
"Escola Básica Padim da Graça, Braga",,
"Escola Básica da Ponte Pedrinha, Braga",,
"Escola Básica de Este - São Pedro, Braga",,
"Escola Básica de Figueiredo, Braga",,
Edifacoop - Coop.Ed.Indivíduo Formação e Apoio,,
"Escola Básica de Ruílhe, Braga",,
"Escola Básica de Coucinheiro, Braga",,
"Escola Básica de Pedralva, Braga",,
"Escola Básica de Guisande, Braga",,
Colégio Teresiano,,
"Escola Básica de São Vitor, Braga",,
"Escola Básica das Enguardas, Braga",,
"Escola Básica de Frossos, Braga",,
"Escola Básica de Cruz, Celeirós, Braga",,
"Escola Básica de Maximinos, Braga",,
"Escola Básica n.º 1 de Nogueira, Braga",,
"Escola Básica de Dume, Braga",,
"Escola Básica de Sequeira, Braga",,
"Escola Básica de Tebosa, Braga",,
"Escola Artística do Conservatório de Música Calouste Gulbenkian, Braga",,
"Escola Básica do Fujacal, Braga",,
"Escola Básica das Parretas, Braga",,
"Escola Básica de Lomar, Braga",,
"Escola Básica de Gondizalves, Braga",,
"Escola Básica de Panoias, Braga",,
"Escola Básica de Tenões, Braga",,
"Escola Básica de Fraião, Braga",,
"Escola Básica do Carandá, Braga",,
"Escola Básica de Arentim, Braga",,
"Escola Básica da Gandra, Braga",,
"Escola Básica de Estação, Tadim, Braga",,
"Escola Básica de Cabreiros, Braga",,
"Escola Básica de Trandeiras, Braga",,
"Escola Básica de Santa Tecla, Braga",,
Jardim de Infância O Talvaizinho,,
"Escola Básica n.º 1 de Real, Braga",,
Colégio Alfacoop - Externato Infante  D. Henrique,,
Externato Nossa Senhora das Graças,,
"Escola Básica de Estrada, Ferreiros, Braga",,
"Escola Básica de Ortigueira, Braga",,
"Escola Básica do Bairro da Misericórdia, Braga",,
"Escola Básica de Eira Velha, Braga",,
"Escola Básica de Este - São Mamede, Braga",,
"Escola Básica de Escudeiros, Braga",,
"Escola Básica de Carrascal, Braga",,
"Escola Básica de Fradelos, Braga",,
"Escola Básica Padre Dr. Joaquim Santos, Refojos de Basto, Cabeceiras de Basto",,
"Escola Básica de Faia, Cabeceiras de Basto",,
"Escola Básica de Pedraça, Cabeceiras de Basto",,
"Escola Básica de Ferreirinha, Cabeceiras de Basto",,
"Escola Básica do Arco de Baúlhe, Cabeceiras de Basto",,
"Escola Básica de Gondarém, Cabeceiras de Basto",,
"Escola Básica Prof.ª Filomena Mesquita, Cerca dos Frades, Cabeceiras de Basto",,
Escola Básica de Celorico de Basto,,
"Escola Básica n.º 1 da Mota, Celorico de Basto",,
"Escola Básica de Fermil, Celorico de Basto",,
"Escola Básica n.º 1 de Gandarela, Celorico de Basto",,
"Escola Básica de Fão, Esposende",,
"Escola Básica de Barral, Esposende",,
"Escola Básica de Forjães, Esposende",,
"Escola Básica de Curvos, Esposende",,
"Escola Básica de Pinhote, Esposende",,
"Escola Básica de Gandra, Esposende",,
"Escola Básica de Belinho, Esposende",,
"Escola Básica de Guilheta, Esposende",,
"Escola Básica de Góios, Esposende",,
Escola Básica de Esposende,,
"Escola Básica de Rio Tinto, Esposende",,
"Escola Básica de Gemeses, Esposende",,
"Escola Básica de Mar, Esposende",,
"Escola Básica de Rio de Moinhos, Esposende",,
"Escola Básica de Criaz, Esposende",,
"Escola Básica de Fonte Boa, Esposende",,
"Escola Básica de Apúlia, Esposende",,
"Escola Básica de Facho, Apúlia, Esposende",,
"Escola Básica de Vila Chã, Esposende",,
"Escola Básica de Travassós, Fafe",,
"Escola Básica de Arões - São Romão, Fafe",,
"Escola Básica de Monte, Arões - Santa Cristina, Fafe",,
"Escola Básica de Silvares - São Clemente, Cortinhas, Fafe",,
"Escola Básica de Seidões, Fafe",,
Associação Cultural e Recreativa de Fornelos,,
"Escola Básica de Moreira de Rei, Fafe",,
"Escola Básica de Montelongo, Fafe",,
"Escola Básica de Fareja, Fafe",,
"Escola Básica Prof. Carlos Teixeira, Fafe",,
"Escola Básica de Medelo, Fafe",,
"Escola Básica de Cepães, Fafe",,
"Escola Básica Padre Joaquim Flores, Revelhe, Fafe",,
